especievalida,nombrecomun,longitud,latitud
Hylocichla mustelina,"zorzal maculado, zorzal moteado",-95.1468534,18.5228338
Hylomanes momotula,momoto enano,-95.1468534,18.5228338
Hylomanes momotula chiapensis,momoto enano,-95.0933333,18.3333333
Hylomanes momotula momotula,momoto enano,-95.2166667,17.8
Hylorchilus navai,"chivirín de Nava, cuevero de Nava",-93.4664655,16.9145437
Hylorchilus sumichrasti,"chivirín de Sumichrast, cuevero de Sumichrast",-96.8801082,18.624561
Ibycter americanus,caracara comecacao,-92.6548877,15.36281
Icteria virens,"buscabreña, chipe grande",-100.1943898,17.4221123
Icteria virens auricollis,buscabreña,-99.5,17.55
Icteria virens tropicalis,buscabreña,-108.7,26.9666667
Icteria virens virens,buscabreña,-99.235,18.925
Icterus abeillei,"bolsero dorsioscuro, calandria flancos negros",-101.3599994,20.684424
Icterus auratus,"bolsero yucateco, calandria dorso naranja",-89.5609001,20.8180651
Icterus bullockii,"bolsero calandria, calandria cejas naranjas",-100.1943898,17.4221123
Icterus chrysater,"bolsero dorso dorado, calandria dorso amarillo",-86.952596,20.765151
Icterus chrysater chrysater,bolsero dorso dorado,-91.0833333,18.2166667
Icterus cucullatus,"bolsero encapuchado, calandria dorso negro menor",-89.0320753,18.4323762
Icterus cucullatus cucullatus,bolsero encapuchado,-99.5,17.55
Icterus cucullatus igneus,bolsero encapuchado,-88.9383333,21.1483333
Icterus cucullatus nelsoni,bolsero encapuchado,-99.5,17.55
Icterus cucullatus sennetti,bolsero encapuchado,-99.5,17.55
Icterus cucullatus trochiloides,bolsero encapuchado,-109.7666667,23.4
Icterus galbula,"bolsero de Baltimore, calandria de Baltimore",-100.1943898,17.4221123
Icterus graduacauda,"bolsero cabeza negra, calandria capucha negra",-100.1943898,17.4221123
Icterus gularis,"bolsero de Altamira, calandria dorso negro mayor",-95.01698,18.35812
Icterus maculialatus,"bolsero guatemalteco, calandria guatemalteca",-93.1166666,16.7516666
Icterus mesomelas,"bolsero cola amarilla, calandria cola amarilla",-86.8497562,20.9745676
Icterus mesomelas mesomelas,bolsero cola amarilla,-91.0833333,18.2166667
Icterus parisorum,"bolsero tunero, calandria tunera",-98.815118,18.927638
Icterus pectoralis,"bolsero pecho manchado, calandria pecho moteado",-100.1943898,17.4221123
Icterus pectoralis pectoralis,bolsero pecho manchado,-102.07,17.985
Icterus prosthemelas,"bolsero capucha negra, calandria caperuza negra",-95.01698,18.35812
Icterus pustulatus,"bolsero dorso rayado, calandria dorso rayado",-100.1943898,17.4221123
Icterus pustulatus graysonii,bolsero dorso rayado,-106.2416667,21.305
Icterus pustulatus microstictus,bolsero dorso rayado,-105.03,21.6433333
Icterus pustulatus pustulatus,bolsero dorso rayado,-99.5,17.55
Icterus pustulatus sclateri,bolsero de Sclater,-93.9833333,16.5833333
Icterus spurius,"bolsero castaño, calandria castaña",-95.01698,18.35812
Icterus spurius fuertesi,bolsero castaño,-95.6333333,18.65
Icterus spurius phillipsi,bolsero castaño,-97.9616667,22.3983333
Icterus spurius spurius,bolsero castaño,-91.0833333,18.2166667
Icterus wagleri,"bolsero de Wagler, calandria de Wagler",-103.2419,20.29925
Icterus wagleri wagleri,bolsero de Wagler,-91.3088056,16.1921111
Ictinia mississippiensis,milano de Mississippi,-95.966681,18.849211
Ictinia plumbea,milano plomizo,-87.7233333,19.975
Ixobrychus exilis,avetoro menor,-114.8360043,31.9750738
Ixobrychus exilis exilis,avetoro mínimo,-97.965,22.465
Ixoreus naevius,"mirlo cinchado, mirlo pecho cinchado",-114.4738353,27.5377205
Ixoreus naevius meruloides,mirlo pecho cinchado,-115.91,32.0466667
Jabiru mycteria,cigüeña jabirú,-92.4204254,18.3080847
Jacana spinosa,jacana norteña,-91.9952202,17.7202149
Jacana spinosa gymnostoma,jacana norteña,-108.0783333,25.46
Jacana spinosa spinosa,jacana norteña,-100.985,18.4183333
Junco bairdi,junco sudcaliforniano,-109.9762344,23.548595
Junco hyemalis,"junco ojo oscuro, junco ojos negros",-117.0033333,32.5333333
Junco insularis,"junco de Isla Guadalupe, junco ojo oscuro",-118.3306099,29.10919
Junco phaeonotus,junco ojos de lumbre,-98.03407,20.211076
Junco phaeonotus palliatus,junco ojo de lumbre,-98.2033333,19.04
Junco phaeonotus phaeonotus,junco ojo de lumbre,-99.2333333,18.945
Lampornis amethystinus,colibrí garganta amatista,-100.1943898,17.4221123
Lampornis clemenciae,colibrí garganta azul,-99.1195214,20.0073064
Lampornis viridipallens,colibrí garganta verde,-91.7222222,16.1347222
Lampornis viridipallens amadoni,colibrí garganta verde,-94.2233333,16.5483333
Lampornis viridipallens ovandensis,colibrí garganta verde,-92.1,15.5
Lampornis viridipallens viridipallens,colibrí garganta verde,-92.8333333,15.6166667
Lamprolaima rhami,"colibrí ala castaña, colibrí multicolor",-100.1943898,17.4221123
Lanio aurantius,"tangara capucha negra, tangara garganta negra",-94.9,18.5166667
Laniocera rufescens,"llorón fioié, plañidera jaspeada",-90.9410997,16.1124493
Laniocera rufescens rufescens,plañidera jaspeada,-93.3516667,16.8866667
Lanius ludovicianus,"alcaudón verdugo, verdugo americano",-114.4300045,28.8824166
Lanius ludovicianus excubitorides,alcaudón verdugo,-106.415,23.2183333
Lanius ludovicianus grinnelli,alcaudón verdugo,-113.585,29.575
Lanius ludovicianus mexicanus,alcaudón verdugo,-111.8333333,24.45
Lanius ludovicianus migrans,alcaudón verdugo,-97.835,22.2516667
Larus argentatus,gaviota plateada,-87.0266705,20.6739559
Larus argentatus smithsonianus,gaviota plateada,-96.1316667,19.1733333
Larus californicus,gaviota californiana,-113.5288954,31.2964638
Larus canus brachyrhynchus,gaviota cana,-115.5533333,28.305
Larus crassirostris,gaviota cola negra,-114.5032024,31.6872762
Larus delawarensis,gaviota pico anillado,-87.0266705,20.6739559
Larus dominicanus,"gaviota dominicana, gaviota meridional",-89.8450402,21.2501092
Larus fuscus,gaviota sombría,-89.949955,21.1992387
Larus fuscus graellsii,gaviota sombría,-88.165,21.5916667
Larus glaucescens,"gaviota ala glauca, gaviota alas blancas",-112.092551,24.7783575
Larus glaucoides,gaviota de Groenlandia,-114.8270956,31.033671
Larus glaucoides thayeri,gaviota de Thayer,-116.1166667,30.5
Larus heermanni,"gaviota ploma, gaviota plomiza",-113.5288954,31.2964638
Larus hyperboreus,gaviota blanca,-97.1484947,25.9482821
Larus livens,"gaviota bajacaliforniana, gaviota pata amarilla",-113.5288954,31.2964638
Larus marinus,gaviota mayor,-88.105545,21.6081209
Larus occidentalis,gaviota occidental,-117.599,32.5833
Larus occidentalis occidentalis,gaviota occidental,-117.25,32.4333333
Larus occidentalis wymani,gaviota occidental,-118.2666667,29
Laterallus exilis,polluela pecho gris,-94.4886179,17.9782474
Laterallus jamaicensis,polluela negra,-114.719754,31.926729
Laterallus ruber,"polluela canela, polluela rojiza",-87.5732153,20.0691949
Legatus leucophaius,"papamoscas pirata, papamoscas rayado chico",-86.9636536,20.7586019
Legatus leucophaius variegatus,papamoscas pirata,-95.45,18.4666667
Leiothlypis celata,"chipe corona naranja, chipe oliváceo",-114.4300045,28.8824166
Leiothlypis celata celata,chipe corona naranja,-95.45,18.4666667
Leiothlypis crissalis,"chipe crisal, chipe de colima",-103.518863,19.533456
Leiothlypis luciae,"chipe rabadilla castaña, chipe rabadilla rufa",-109.2345923,26.405194
Leiothlypis peregrina,chipe peregrino,-100.1943898,17.4221123
Leiothlypis ruficapilla,"chipe cabeza gris, chipe de coronilla",-103.3560483,20.6753883
Leiothlypis ruficapilla ruficapilla,chipe de coronilla,-101.6833333,19.6
Leiothlypis virginiae,chipe de Virginia,-103.2862532,20.731047
Lepidocolaptes affinis,trepatroncos corona punteada,-98.03407,20.211076
Lepidocolaptes leucogaster,"trepatroncos escarchado, trepatroncos mexicano",-100.1943898,17.4221123
Lepidocolaptes leucogaster leucogaster,trepatroncos escarchado,-100.1033333,21.3533333
Lepidocolaptes leucogaster umbrosus,trepatroncos escarchado,-104.7316667,24.01
Lepidocolaptes souleyetii,trepatroncos corona rayada,-100.1943898,17.4221123
Lepidocolaptes souleyetii insignis,trepatroncos corona rayada,-91.3091944,16.1926389
Leptodon cayanensis,gavilán cabeza gris,-95.1468534,18.5228338
Leptopogon amaurocephalus,"mosquerito gorra café, mosquero gorra parda",-95.02,17.02
Leptopogon amaurocephalus pileatus,mosquero gorra parda,-95.2166667,17.8
Leptotila cassinii,paloma pecho gris,-91.579609,16.970338
Leptotila jamaicensis,paloma caribeña,-89.800128,18.241381
Leptotila plumbeiceps,"paloma cabeza gris, paloma cabeza ploma",-95.1468534,18.5228338
Leptotila verreauxi,paloma arroyera,-100.1943898,17.4221123
Leptotila verreauxi angelica,paloma arroyera,-99.5,17.55
Leptotila verreauxi bangsi,paloma arroyera,-96.5583333,17.1483333
Leptotila verreauxi capitalis,paloma arroyera,-106.2416667,21.305
Leptotila verreauxi fulviventris,paloma arroyera,-91.0833333,18.2166667
Leucophaeus atricilla,gaviota reidora,-88.1649882,21.5992128
Leucophaeus modestus,gaviota gris,-90.6879376,19.6361845
Leucophaeus pipixcan,gaviota de Franklin,-93.3392684,15.6006862
Limnodromus griseus,costurero pico corto,-109.2345923,26.405194
Limnodromus griseus caurinus,costurero pico corto,-115.9666667,30.4533333
Limnodromus griseus griseus,costurero pico corto,-104.5,23.4666667
Limnodromus griseus hendersoni,costurero pico corto,-88.0766667,21.3666667
Limnodromus scolopaceus,costurero pico largo,-99.4973373,19.1531034
Limnothlypis swainsonii,chipe corona café,-89.0833,18.5
Limosa fedoa,picopando canelo,-88.1649882,21.5992128
Limosa haemastica,"picopando del este, picopando ornamentado",-90.29965,20.98952
Limosa lapponica,picopando cola barrada,-86.8339678,20.9597602
Lipaugus unirufus,pía guardabosques,-90.837595,16.250392
Lipaugus unirufus unirufus,pía guardabosques,-95.0333333,17.1383333
Lonchura malacca,capuchino tricolor,-91.6705227,17.9044853
Lonchura punctulata,capuchino pecho escamoso,-87.7075205,21.4439895
Lophodytes cucullatus,mergo cresta blanca,-105.5565554,28.1854548
Lophornis brachylophus,"coqueta cresta corta, coqueta de Atoyac",-100.1943898,17.4221123
Lophornis helenae,coqueta cresta negra,-92.1459459,15.092923
Lophostrix cristata,"búho cuerno blanco, búho cuernos blancos",-92.850105,15.592826
Lophostrix cristata stricklandi,búho cuerno blanco,-93.1666667,16.7833333
Loxia curvirostra,picotuerto rojo,-99.36667,19.28333
Lurocalis semitorquatus,chotacabras cola corta,-90.8619547,16.2562905
Malacoptila panamensis,buco barbón,-90.8580746,16.2547849
Manacus candei,"manaquín cuello blanco, saltarín cuello blanco",-96.3405674,17.6638143
Mareca americana,pato chalcuán,-99.4973373,19.1531034
Mareca penelope,pato silbón,-114.0549555,27.9652876
Mareca strepera,pato friso,-99.4973373,19.1531034
Megaceryle alcyon,martín pescador norteño,-109.5463004,28.4557269
Megaceryle torquata,martín pescador de collar,-89.0320753,18.4323762
Megarynchus pitangua,Luis pico grueso,-100.1943898,17.4221123
Megarynchus pitangua mexicanus,luis pico grueso,-91.3097778,16.1940833
Megascops asio,"tecolote del este, tecolote oriental",-100.2833333,25.5333333
Megascops barbarus,tecolote barbudo,-92.6383306,16.7366667
Megascops cooperi,tecolote de Cooper,-92.8918767,15.4802515
Megascops guatemalae,tecolote sapo,-87.600273,21.307155
Megascops kennicottii,"tecolote del oeste, tecolote occidental",-99.1195214,20.0073064
Megascops seductus,tecolote del Balsas,-99.234974,18.704864
Megascops trichopsis,tecolote rítmico,-96.59,16.2016667
Megascops trichopsis trichopsis,tecolote rítmico,-103.655,19.5766667
Melanerpes aurifrons,carpintero cheje,-95.01698,18.35812
Melanerpes chrysogenys,carpintero enmascarado,-100.1943898,17.4221123
Melanerpes chrysogenys chrysogenys,carpintero enmascarado,-105.8383333,23.3083333
Melanerpes chrysogenys flavinuchus,carpintero enmascarado,-99.5466667,18.4183333
Melanerpes formicivorus,carpintero bellotero,-100.1943898,17.4221123
Melanerpes hypopolius,"carpintero del balsas, carpintero pecho gris",-97.3947783,18.4823716
Melanerpes lewis,carpintero de Lewis,-115.9085083,32.0453328
Melanerpes pucherani,carpintero cara negra,-96.3405674,17.6638143
Melanerpes pygmaeus,carpintero yucateco,-89.5540482,21.0237991
Melanerpes pygmaeus pygmaeus,carpintero yucateco,-86.935,20.4333333
Melanerpes pygmaeus rubricomus,carpintero yucateco,-89.9666667,19.7166667
Melanerpes rubricapillus,carpintero yucateco,-88.25,19.7166667
Melanerpes santacruzi dubius,carpintero cheje,-91.0833333,18.2166667
Melanerpes santacruzi grateloupensis,carpintero cheje,-95.6333333,18.6333333
Melanerpes santacruzi leei,carpintero cheje,-86.935,20.4333333
Melanerpes santacruzi polygrammus,carpintero cheje,-92.2333333,16.4833333
Melanerpes santacruzi santacruzi,carpintero cheje,-95.2,17.9833333
Melanerpes uropygialis,carpintero del desierto,-111.2332262,25.7185884
Melanerpes uropygialis brewsteri,carpintero del desierto,-109.7,23.4666667
Melanerpes uropygialis cardonensis,carpintero del desierto,-115.4666667,30.05
Melanerpes uropygialis uropygialis,carpintero del desierto,-107.0166667,24.4183333
Melanitta americana,"negreta negra, negreta pico amarillo",-115.9754455,30.4842857
Melanitta deglandi,negreta alas blancas americana,-113.5574341,28.9468706
Melanitta perspicillata,negreta nuca blanca,-111.2557983,27.9689337
Melanoptila glabrirostris,maullador negro,-87.3098356,20.3988183
Melanotis caerulescens,mulato azul,-99.249065,19.009524
Melanotis hypoleucus,mulato pecho blanco,-92.1316667,16.25
Meleagris gallopavo,guajolote norteño,-104.6414555,23.25745
Meleagris gallopavo gallopavo,guajolote norteño,-101.12,27.8666667
Meleagris gallopavo intermedia,guajolote del río Bravo,-99.1336186,23.7337506
Meleagris gallopavo mexicana,guajolote de Gould,-108.477733,29.84045
Meleagris ocellata,guajolote ocelado,-89.7395699,21.0757484
Melospiza georgiana,gorrión pantanero,-109.5463004,28.4557269
Melospiza georgiana georgiana,gorrión pantanero,-109.3333333,29.8666667
Melospiza lincolnii,gorrión de Lincoln,-114.73141,32.715386
Melospiza lincolnii alticola,gorrión de Lincoln,-91.6166667,17.8166667
Melospiza lincolnii gracilis,gorrión de Lincoln,-97.835,22.2516667
Melospiza lincolnii lincolnii,gorrión de Lincoln,-99.5,17.55
Melospiza melodia,gorrión cantor,-99.4973373,19.1531034
Melospiza melodia adusta,gorrión cantor,-100.7333333,20.0333333
Melospiza melodia graminea,"gorrión cantor de Coronados, gorrión cantor insular, zanjero cantor de Coronados",-117.25,32.4333333
Melospiza melodia mexicana,gorrión cantor,-99.1666667,19.3833333
Melospiza melodia villai,gorrión cantor,-100.4433333,19.88
Melozone aberti,"rascador enmascarado, toquí enmascarado",-115.1821494,32.1804512
Melozone albicollis,"rascador oaxaqueño, toquí oaxaqueño",-96.510774,17.0098918
Melozone albicollis albicollis,toquí oaxaqueño,-97.3783333,17.5633333
Melozone biarcuata,rascador patilludo,-92.893954,15.442236
Melozone crissalis,"rascador californiano, toquí californiano",-109.928211,23.657133
Melozone fusca,"rascador viejita, toquí pardo",-103.4526797,19.5901715
Melozone kieneri,"rascador nuca canela, rascador nuca rufa",-99.1014007,18.9658571
Melozone kieneri kieneri,rascador nuca rufa,-103.3333333,20.855
Melozone leucotis,"rascador oreja blanca, rascador orejas blancas",-92.14638,15.08608
Melozone leucotis occipitalis,zorzal orejas blancas chiapaneco,-92.1094444,15.5077778
Mergus merganser,mergo mayor,-109.2345923,26.405194
Mergus serrator,mergo copetón,-109.2345923,26.405194
Micrastur ruficollis,halcón selvático barrado,-94.9,18.5166667
Micrastur semitorquatus,halcón selvático de collar,-100.1943898,17.4221123
Micrathene whitneyi,tecolote enano,-110.124315,23.441545
Microcerculus marginatus,chivirín ruiseñor,-92,15.9533333
Microcerculus philomela,"chivirín ruiseñor, saltapared ruiseñor",-91.577934,16.967433
Microrhopias quixensis,"hormiguero ala punteada, hormiguero alas punteadas",-90.837595,16.250392
Microrhopias quixensis boucardi,hormiguero ala punteada,-91.3040556,16.1542778
Mimus gilvus,centzontle tropical,-87.2342466,20.513145
Mimus gilvus gracilis,centzontle tropical,-95.1866667,16.3216667
Mimus gilvus leucophaeus,centzontle tropical,-91.0833333,18.2166667
Mimus graysoni,"centzontle de Isla Socorro, centzontle de Socorro",-110.95642,18.77768
Mimus polyglottos,centzontle norteño,-103.5738524,25.8777308
Mimus polyglottos polyglottos,centzontle norteño,-99.5,17.55
Mionectes oleagineus,"mosquerito ocre, mosquero ocrillo",-88.883333,18.383333
Mionectes oleagineus assimilis,mosquero ocrillo,-91.3078056,16.2024444
Mitrephanes phaeocercus,"mosquero copetón, papamoscas copetón",-104.0516942,20.6532106
Mitrephanes phaeocercus burleighi,mosquero copetón,-105.095,21.4816667
Mitrephanes phaeocercus nicaraguae,mosquero copetón,-92.6683333,16.7183333
Mitrephanes phaeocercus phaeocercus,mosquero copetón,-100.8316667,19.7033333
Mitrephanes phaeocercus tenuirostris,mosquero copetón,-99.5,17.55
Mniotilta varia,chipe trepador,-100.1943898,17.4221123
Molothrus aeneus,tordo ojos rojos,-100.1943898,17.4221123
Molothrus aeneus aeneus,tordo ojo rojo,-91.3125833,16.1994444
Molothrus ater,tordo cabeza café,-100.581523,25.021968
Molothrus bonariensis,"tordo común, tordo sudamericano",-87.3779637,21.5233397
Molothrus oryzivorus,tordo gigante,-93.3392684,15.6006862
Momotus coeruliceps,momoto corona azul,-98.947105,22.0814097
Momotus lessonii,momoto corona negra,-95.01698,18.35812
Momotus mexicanus,"momoto corona café, momoto corona canela",-100.1943898,17.4221123
Momotus mexicanus mexicanus,momoto corona café,-99.5,17.55
Momotus mexicanus saturatus,momoto corona café,-93.1166667,16.8
Momotus mexicanus vanrossemi,momoto corona café,-109.05,26.9916667
Momotus momota lessonii,momoto corona azul,-91.3078333,16.2024444
Morococcyx erythropygus,cuclillo terrestre,-100.1943898,17.4221123
Morococcyx erythropygus erythropygus,cuclillo terrestre,-93.9166667,16.5666667
Morococcyx erythropygus mexicanus,cuclillo terrestre,-99.9166667,16.85
Morphnus guianensis,águila crestada,-90.9811735,16.8607339
Morus bassanus,bobo norteño,-97.1484947,25.9482821
Motacilla alba,lavandera blanca,-114.0549555,27.9652876
Motacilla tschutschensis,lavandera amarilla,-115.9457588,30.4094494
Myadestes occidentalis,clarín jilguero,-100.1943898,17.4221123
Myadestes townsendi,clarín norteño,-108.163273,29.320693
Myadestes townsendi calophonus,clarín norteño,-106.66,29.6333333
Myadestes townsendi townsendi,clarín norteño,-115.91,32.0466667
Myadestes unicolor,clarín unicolor,-96.004919,17.247789
Myadestes unicolor pallens,clarín unicolor,-91.4366667,16.8116667
Myadestes unicolor unicolor,clarín unicolor,-98.7466667,20.805
Mycteria americana,cigüeña americana,-89.0320753,18.4323762
Myiarchus cinerascens,papamoscas cenizo,-109.928211,23.657133
Myiarchus crinitus,papamoscas viajero,-89.9012736,18.5338613
Myiarchus nuttingi,"papamoscas de Nutting, papamoscas huí",-108.0783333,25.46
Myiarchus tuberculifer,papamoscas triste,-100.1943898,17.4221123
Myiarchus tyrannulus,"papamoscas gritón, papamoscas tirano",-89.0320753,18.4323762
Myiarchus yucatanensis,papamoscas yucateco,-90.1960376,20.8158667
Myiarchus yucatanensis lanyoni,papamoscas yucateco,-86.9866667,20.45
Myiarchus yucatanensis navai,papamoscas yucateco,-88.2466667,18.625
Myiarchus yucatanensis yucatanensis,papamoscas yucateco,-91.0833333,18.2166667
Myiobius sulphureipygius,"mosquerito rabadilla amarilla, mosquero rabadilla amarilla",-89.3645047,17.9672613
Myioborus miniatus,"chipe de montaña, pavito alas negras",-100.1943898,17.4221123
Myioborus miniatus intermedius,chipe de montaña,-92.8333333,15.6166667
Myioborus miniatus miniatus,chipe de montaña,-105.8383333,23.3083333
Myioborus miniatus molochinus,chipe de montaña,-96.9283333,19.545
Myioborus pictus,"chipe ala blanca, pavito alas blancas",-100.6194483,22.0415583
Myioborus pictus guatemalae,chipe ala blanca,-93.985,16.6633333
Myioborus pictus pictus,chipe ala blanca,-97.3333333,18.7
Myiodynastes luteiventris,"papamoscas atigrado, papamoscas rayado común",-100.1943898,17.4221123
Myiodynastes maculatus,"papamoscas rayado, papamoscas rayado cheje",-95.03569,18.52424
Myiodynastes maculatus insolens,papamoscas rayado,-91.3091944,16.1926389
Myiopagis viridicata,"elenia verdosa, mosquerito verdoso",-100.1943898,17.4221123
Myiopagis viridicata jaliscensis,elenia verdosa,-105.14,21.72
Myiopagis viridicata minima,elenia verdosa,-106.2416667,21.305
Myiopagis viridicata pacifica,elenia verdosa,-105.7133333,23.4316667
Myiopagis viridicata placens,elenia verdosa,-95.2166667,17.8
Myiopsitta monachus,perico monje argentino,-98.8679914,19.4905512
Myiozetetes similis,"Luis gregario, luisito común",-100.1943898,17.4221123
Myiozetetes similis hesperis,luis gregario,-103.3333333,20.835
Myiozetetes similis primulus,luis gregario,-105.14,21.72
Myiozetetes similis texensis,luis gregario,-91.0730556,16.0789722
Myrmotherula schisticolor,"hormiguero apizarrado, hormiguero plomizo",-92,15.9533333
Myrmotherula schisticolor schisticolor,hormiguero apizarrado,-91.4366667,16.8116667
Nannopterum auritum,"cormorán orejudo, cormorán orejón",-114.73141,32.715386
Nannopterum brasilianum,"cormorán neotropical, cormorán oliváceo",-88.3018971,18.493776
Nomonyx dominicus,pato enmascarado,-92.4204254,18.3080847
Notharchus hyperrhynchus,buco de collar,-94.3,17.15
Notharchus macrorhynchos,buco de collar,-93.4883333,15.8766667
Nucifraga columbiana,cascanueces americano,-115.9085083,32.0453328
Numenius americanus,zarapito pico largo,-109.568875,23.597522
Numenius borealis,zarapito boreal,-107.9733333,30.3566667
Numenius phaeopus,zarapito trinador,-99.7637598,16.748347
Nyctanassa violacea,"garza nocturna corona clara, pedrete corona clara",-91.9952202,17.7202149
Nyctanassa violacea bancrofti,pedrete corona clara,-110,27.09
Nyctanassa violacea gravirostris,pedrete corona clara,-110.9833333,18.75
Nyctanassa violacea violacea,pedrete corona clara,-99.5833333,16.75
Nyctibius grandis,"bienparado mayor, pájaro estaca mayor",-90.9205556,16.1380556
Nyctibius jamaicensis,"pájaro estaca, pájaro estaca norteño",-106.4418631,23.2995931
Nycticorax nycticorax,"garza nocturna corona negra, pedrete corona negra",-99.4973373,19.1531034
Nyctidromus albicollis,chotacabras pauraque,-100.416938,25.6477067
Nyctidromus albicollis albicollis,chotacabras pauraque,-92.65,15.35
Nyctidromus albicollis insularis,chotacabras pauraque,-106.2416667,21.305
Nyctidromus albicollis merrilli,chotacabras pauraque,-103.7216667,19.24
Nyctidromus albicollis yucatanensis,chotacabras pauraque,-88.755,18.0733333
Nyctiphrynus mcleodii,"tapacamino prío, tapacaminos prío",-99.5,17.55
Nyctiphrynus yucatanicus,"tapacamino yucateco, tapacaminos huil",-87.7313232,20.4823411
Oceanites oceanicus,paíño de Wilson,-117.22648,32.366821
Odontophorus guttatus,codorniz bolonchaco,-91.579609,16.970338
Oenanthe oenanthe,collalba norteña,-114.0078735,28.2961245
Oncostoma cinereigulare,"mosquerito pico curvo, mosquero pico curvo",-89.9012736,18.5338613
Onychoprion anaethetus,charrán embridado,-86.7792892,21.0619546
Onychoprion fuscatus,"charrán albinegro, charrán sombrío",-100.2667,16.85
Onychorhynchus coronatus,mosquero real,-91.9805556,17.5091667
Onychorhynchus coronatus mexicanus,mosquero real,-95.2166667,17.8
Oporornis agilis,chipe de Connecticut,-114.0504456,27.9666658
Oreophasis derbianus,"pavón, pavón cornudo",-92.8922222,15.4244444
Oreortyx pictus,codorniz de montaña,-115.8542121,32.0432978
Oreortyx pictus confinis,codorniz de montaña,-115.45,30.9166667
Oreortyx pictus eremophilus,codorniz de montaña,-115.91,32.0466667
Oreortyx pictus pictus,codorniz de montaña,-115.45,30.9166667
Oreoscoptes montanus,"cuicacoche chato, cuitlacoche de chías",-100.1027491,25.9070744
Oreothlypis superciliosa,"chipe cejas blancas, parula ceja blanca",-100.1943898,17.4221123
Oriturus superciliosus,"zacatonero rayado, zacatonero serrano",-99.4973373,19.1531034
Ornithion semiflavum,"mosquerito enano, mosquero ceja blanca",-95.1468534,18.5228338
Ortalis leucogastra,chachalaca vientre blanco,-92.8918767,15.4802515
Ortalis poliocephala,chachalaca pálida,-100.1943898,17.4221123
Ortalis vetula,"chachalaca oriental, chachalaca vetula",-95.01698,18.35812
Ortalis wagleri,chachalaca vientre castaño,-106.32161,23.5030583
Oxyura jamaicensis,pato tepalcate,-99.4973373,19.1531034
Oxyura jamaicensis rubida,pato tepalcate,-99.1666667,19.3833333
Pachyramphus aglaiae,"cabezón degollado, mosquero-cabezón degollado",-100.1943898,17.4221123
Pachyramphus aglaiae aglaiae,mosquero-cabezón degollado,-97.3333333,18.7
Pachyramphus aglaiae albiventris,mosquero cabezón ventriblanco,-99.235,18.925
Pachyramphus aglaiae gravis,mosquero-cabezón degollado,-97.5833333,21.75
Pachyramphus aglaiae insularis,mosquero-cabezón degollado,-106.5816667,21.6266667
Pachyramphus aglaiae sumichrasti,mosquero-cabezón degollado,-97.1783333,20.4683333
Pachyramphus aglaiae yucatanensis,mosquero-cabezón degollado,-88.25,19.7166667
Pachyramphus cinnamomeus,"cabezón canelo, mosquero-cabezón canelo",-91.192916,16.248622
Pachyramphus cinnamomeus fulvidior,mosquero-cabezón canelo,-91.3065556,16.2053333
Pachyramphus major,"cabezón mexicano, mosquero-cabezón mexicano",-87.2509874,20.9460456
Pachyramphus major major,mosquero-cabezón mexicano,-91.3070833,16.189
Pachyramphus polychopterus,cabezón alas blancas,-90.967091,16.899682
Pachysylvia decurtata,"verdillo gris, vireocillo cabeza gris",-90.9471962,16.1234976
Pampa curvipennis,"fandanguero cola cuña, fandanguero mexicano",-98.9742054,21.7340278
Pampa curvipennis excellens,"fandanguero cola larga, fandanguero tuxtleño",-95.1468534,18.5228338
Pampa rufa,"fandanguero canelo, fandanguero rojizo",-92.085257,15.086542
Pandion haliaetus,"gavilán pescador, águila pescadora",-100.1943898,17.4221123
Pandion haliaetus carolinensis,gavilán pescador,-116.1166667,30.5
Pandion haliaetus ridgwayi,gavilán pescador,-87.4833333,20.0166667
Panyptila cayennensis,vencejo tijereta menor,-96.2238889,18.0458333
Panyptila sanctihieronymi,vencejo tijereta mayor,-91.6739065,16.0997026
Parabuteo unicinctus,aguililla rojinegra,-109.544274,28.4573233
Parabuteo unicinctus harrisi,aguililla rojinegra,-102.5766667,23.2383333
Paraclaravis mondetoura,tórtola pecho morado,-92.6680556,16.7561111
Pardirallus maculatus,rascón pinto,-90.3434,20.52984
Pardirallus maculatus insolitus,rascón pinto,-101.0416667,18.4916667
Parkesia motacilla,chipe arroyero,-98.03407,20.211076
Parkesia noveboracensis,chipe charquero,-99.4973373,19.1531034
Passer domesticus,"gorrión casero, gorrión doméstico",-100.1943898,17.4221123
Passer domesticus domesticus,gorrión casero,-115.2716667,32.545
Passerculus sandwichensis,gorrión sabanero,-100.581523,25.021968
Passerculus sandwichensis alaudinus,gorrión sabanero,-99.5,17.55
Passerculus sandwichensis anthinus,gorrión sabanero,-99.5,17.55
Passerculus sandwichensis anulus,gorrión sabanero,-111.92,25.505
Passerculus sandwichensis atratus,gorrión sabanero,-112.5,29
Passerculus sandwichensis beldingi,gorrión sabanero,-116.605,31.8583333
Passerculus sandwichensis brooksi,gorrión sabanero,-114.25,28.7166667
Passerculus sandwichensis brunnescens,gorrión sabanero,-101.8683333,21.8183333
Passerculus sandwichensis guttatus,gorrión sabanero,-113.55,26.7666667
Passerculus sandwichensis labradorius,gorrión sabanero,-89.5466667,21.2983333
Passerculus sandwichensis magdalenae,gorrión sabanero,-111.6833333,24.5533333
Passerculus sandwichensis nevadensis,gorrión sabanero,-104.8666667,21.4016667
